idx,n,m,heur_greedy,heur_ls,exact,gap_exact_minus_ls,status,solve_time_sec,graph6
229,20,54,16,17,17,0,OPTIMAL,0.0258,S~vKCSJBKGoB?F?Do?_Dh?@K??o?@kC@g
230,20,54,16,17,17,0,OPTIMAL,0.0269,S{mlLEBM@_aBc?c?a?W_DC?K?Ao?DN_S?
231,20,54,16,16,16,0,OPTIMAL,0.1263,S|KkceB_[@oI?T?SoG_AH_@G?Ck?@V{??
232,20,54,16,17,17,0,OPTIMAL,0.0199,S|MW[G@?GBQm?^@@__gIE?Oc?AW?C^[??
233,20,54,17,17,17,0,OPTIMAL,0.0404,S|[gxkpKH_e@GEHOA??o@A?LG?M_@]??C
234,20,54,17,17,17,0,OPTIMAL,0.0175,S}kwwsR\@GcBGDWCK?I__OCD?OM_?E??C
235,20,54,16,16,16,0,OPTIMAL,0.0789,S~\WyGLBGH`aB@?W@CIQBA?K??w?@]_??
236,20,54,18,18,18,0,OPTIMAL,0.0044,S|cWgKF@WF?L?q?Q_HGEC?o?@?G??^}?[
237,20,54,17,17,17,0,OPTIMAL,0.0323,S|[}QVA_kSOPaAAA`@KoCc?CO?W_?g_?K
238,20,54,15,17,17,0,OPTIMAL,0.0155,S~vMMAB?OB_V?J?BgQaA`oOB??I??]??G
239,20,54,15,16,16,0,OPTIMAL,0.0775,S~DWwWLOOIgbODoSP?GQBA?K??{o@C_?C
240,20,54,14,16,16,0,OPTIMAL,0.0726,S~SGwsJCocaPD_K?a?X?E@?cc?ZW?IO?C
241,20,54,17,17,17,0,OPTIMAL,0.0200,S~KWwsRd?gta_D[?I???@c?GO?m?@o?@s
242,20,54,15,18,18,0,OPTIMAL,0.0045,S~[OgdPoK__F?J@ya@GgBC?KS?O_?gg?G
243,20,54,15,16,16,0,OPTIMAL,0.0890,S~SwzZOcK?o@CEc?q?K_@_Bo?IG?CW?OW
244,20,54,16,17,17,0,OPTIMAL,0.0255,S{ehxC`GJ?y^?H?G_EG@B?GS?V_BG?s??
245,20,54,16,16,16,0,OPTIMAL,0.1046,S}kxgkeGGHcbK_C_m?U??o?D??[_?a_?c
246,20,54,14,16,16,0,OPTIMAL,0.0902,S~mjbCbSe_Q@oA_?_?G?FO?n??K?@[?BC
247,20,54,15,17,17,0,OPTIMAL,0.0589,S}mjq_P?g`aRC`C__U?D@?gDB_Ia?E_??
248,20,54,15,16,16,0,OPTIMAL,0.1443,S{ehXSJAWQ?BABAD_H_?h?SC@?wq?Fa?C
249,20,54,17,17,17,0,OPTIMAL,0.0739,S~kQiL@DW@_D?B?B_@g?JDC?OOGg?U`{?
250,20,54,16,16,16,0,OPTIMAL,0.1712,S}ejJD]c?_i@oB_A_BG?R?AK?@s?b??`C
251,20,54,17,17,17,0,OPTIMAL,0.0227,S}eiwCFHZAcB?U?qGPI?POAD??Y?@_CB?
252,20,54,16,17,17,0,OPTIMAL,0.0172,S|^K[SJAgP_[eOAOoGOAD_OIOA?_CG?CK
253,20,54,18,18,18,0,OPTIMAL,0.0043,S~tGw[JTeOH@Q@Q?g?Y?BO?T??u?OCo??
254,20,54,16,16,16,0,OPTIMAL,0.1336,S{mhZP`WIaBGE@E?a?WAW?BC?CW_WU_O?
255,20,54,17,17,17,0,OPTIMAL,0.0342,S~MW{iKiL?y?c@o@O?k?B??[?@[??c?@c
256,20,54,17,17,17,0,OPTIMAL,0.0301,S~M[W[J?wD_T?h?H_Cg@H@oAi?CC?KC?C
257,20,54,15,17,17,0,OPTIMAL,0.0222,S|mSkcRcOa}_o@O@_?w?L??l?DA?AM?C?
258,20,54,15,16,16,0,OPTIMAL,0.0985,S|y[kcUJ@GcBGB?FE`?g@@?KC?g?@WG?W
259,20,54,16,16,16,0,OPTIMAL,0.0716,S~vIW[H@W@_F?L?E?aG?bBIWH_Co?CO?C
260,20,54,16,17,17,0,OPTIMAL,0.0171,S}m\TEB_XECPU?G?`?W?FA?Wg@J?E??EC
261,20,54,15,16,16,0,OPTIMAL,0.0726,S|CWxhdRGH`AODo@r?k_@c??O?[??{??S
262,20,54,15,16,16,0,OPTIMAL,0.0791,S|mOgK@?WJW_W@K|_dgGP?AK?Gg?@o??s
263,20,54,15,16,16,0,OPTIMAL,0.0550,S~SW]_TOOB_L@M@C__G?A??[??y[bi?_C
264,20,54,15,16,16,0,OPTIMAL,0.1194,S{lzIhPSM?_@_Bc@_?g_BC?SO?W_@__xC
265,20,54,15,16,16,0,OPTIMAL,0.1466,S~cWwhPoKZb??@A@_?{OAc@eO?G?Eo?KO
266,20,54,16,16,16,0,OPTIMAL,0.1047,S~vKGKB_{O`bABB@?a_G`@OC@OW?_g?_c
267,20,54,16,17,17,0,OPTIMAL,0.0230,S~^QmI@?WA_J?T?P_GW?k?Cc?OW??{Jo?
268,20,54,15,16,16,0,OPTIMAL,0.1007,S~TIIKA@GK_VBK?K_COO@A?mW_u??ID?K
269,20,54,15,17,17,0,OPTIMAL,0.0204,S~TI[GD@IG_A?FOBwMg?JdO?D?Gw?OG?S
270,20,54,15,16,16,0,OPTIMAL,0.1215,S~DY]DBOi@gKOPaO@WGE@?_KA?gABCoA?
271,20,54,16,16,16,0,OPTIMAL,0.1275,S~CWGKTOG`iBrce?_EOB@?WCBAoE?GOE?
272,20,54,14,16,16,0,OPTIMAL,0.0860,S|KHZL\sG_o@?F?B_@g?s?Ce?UC_W?_OC
273,20,54,17,17,17,0,OPTIMAL,0.0166,S|CWocPCoo@P?bCa{?B?@G?L??tw@Cv?C
274,20,54,14,16,16,0,OPTIMAL,0.0871,S|\iuEB_GD?P?a?B_@g?J?@SAD?CEKdw?
275,20,54,15,16,16,0,OPTIMAL,0.0876,S}lWWShGZMg`@B@@__]_?c?E??[??[??g
276,20,54,17,17,17,0,OPTIMAL,0.0394,S|CWwgPB?oB@E@C@a@__H?BJWWBj_I??K
277,20,54,16,17,17,0,OPTIMAL,0.0244,S~SGWSBA_S_QBdB?`?WKC@_FK?C_?G~?K
278,20,54,16,16,16,0,OPTIMAL,0.0922,S|KxW[JAgPq?c@C@_?g_BC?SOCo?MFoG?
279,20,54,14,16,16,0,OPTIMAL,0.1469,S{kxGkPDG@_b@Z?B_DOa?woAO?G_?Wa?s
280,20,54,15,17,17,0,OPTIMAL,0.0338,S~uWO[VEgo`A?F?D_@oOP?@KGCWS_?O_C
281,20,54,14,16,16,0,OPTIMAL,0.1254,S{khHEEE?W_b@H?HaEk@@_?MO?k??^F??
282,20,54,17,17,17,0,OPTIMAL,0.0199,S~u[W[Jac?P@a@_@h@_OHoAI?GG?OW?OK
283,20,54,16,16,16,0,OPTIMAL,0.1624,S}eLKKF`TCS@_B_@_?|?G^_@_?GK?U_??
284,20,54,16,17,17,0,OPTIMAL,0.0345,S|CXgka@gK_pBKE?@?GOBA?IO@_?@NPD[
285,20,54,15,16,16,0,OPTIMAL,0.0742,S~T]SsXAWO`H?T?B_BW?dAE?GGGOOGOOC
286,20,54,15,16,16,0,OPTIMAL,0.1125,S~SgxkgAGP_F?J?I_@WPOBC?coJP?E_??
287,20,54,17,17,17,0,OPTIMAL,0.0298,S|cGWSHaKbaHDpD?a?WoAC?SK@Vo?E??C
288,20,54,17,17,17,0,OPTIMAL,0.0166,S}eW{Q`_ZRK@OBQAJ?GOBs?B??I_?Q??S
289,20,54,15,16,16,0,OPTIMAL,0.0881,S|^G{cF@kH?G?X?J_@g?R?AK?Kc?WKAGC
290,20,54,17,17,17,0,OPTIMAL,0.0357,S~^QAKV@GB_h@B@E_e?H@@GCS_Ad??`?C
291,20,54,16,16,16,0,OPTIMAL,0.1343,S~[xkAP_Y`WH?Z?I_DG@B??[?`O?Ag@@_
292,20,54,17,17,17,0,OPTIMAL,0.0157,S~VIW[JbCoo@?B?EoA[?LEA?OGG?OW_OG
293,20,54,17,17,17,0,OPTIMAL,0.0160,S~cWgd@CWaiES@C@a?g_Erw@?_G@?W??[
294,20,54,14,17,17,0,OPTIMAL,0.0240,S|CxgkQ?w`_JCRJ?D?H?Bc?B_?B??Lo@W
295,20,54,17,17,17,0,OPTIMAL,0.0221,S~t\`cR?g?_B?LCJaCG_Q?ASQWOc?GD_?
296,20,54,17,17,17,0,OPTIMAL,0.0213,S|mhbFBoI@_[?g?`_Cw?J?@S?C[d?C_?C
297,20,54,16,16,16,0,OPTIMAL,0.1010,S{ehXsbc?_aBCA_C??G?B{U}?@k??[?AG
298,20,54,17,17,17,0,OPTIMAL,0.0206,S}mhYOh?X@cDGBWUBGAa@OOFO?E??I??K
299,20,54,15,15,15,0,OPTIMAL,0.3123,S~[zQSJAgD_Fo?c?a?Y_@O?c?Aw?CW??[
300,20,54,15,16,16,0,OPTIMAL,0.0752,S|\WyXDC?gaB?F?BgbE_`O?KOOO__G?_K
301,20,54,17,17,17,0,OPTIMAL,0.0226,S~uI]LBOiBOg@P?O?Gg?N?Os@@G?AWA?W
302,20,54,15,16,16,0,OPTIMAL,0.0690,S|KHXCB@kW?`eAc?o?K?@_?EO?G_B~Jw?
303,20,54,16,17,17,0,OPTIMAL,0.0149,S|KgoSH?s?_B_B?@qRC_@C_J_?E??LZmG
304,20,54,17,17,17,0,OPTIMAL,0.0177,S|cGwsQ@g@oAbDB?r??o@C?KO?[O@F`w?
305,20,54,16,16,16,0,OPTIMAL,0.0717,S|KxhP`U]?w@OBcEAAG_BC?S?@W?Ag?AK
306,20,54,15,16,16,0,OPTIMAL,0.0753,S{kXZN@`WI_h@E`C?aGG`?CMS@C_?G_?K
307,20,54,17,17,17,0,OPTIMAL,0.0217,S|e[^AwGX@oI?T_L?Ak@A_?U?@K@?c??c
308,20,54,17,17,17,0,OPTIMAL,0.0334,S~CYgkFRe?bB_Bc@a?__HC?G?C_?GGoH[
309,20,54,13,16,16,0,OPTIMAL,0.0945,S~uCY\D@oI_b`G_?_?W@D??[?_W@?]@AS
310,20,54,15,17,17,0,OPTIMAL,0.0148,S~\QmJ@_[iA@D@C@_?w_E@@_?EGGWO?GS
311,20,54,15,16,16,0,OPTIMAL,0.0598,S|CxZD`OQA_JOEEs?WGE@?oCM?E_a?_AC
312,20,54,15,15,15,0,OPTIMAL,0.2629,S~^SKcT@wC?R?d@F?_G?R??K?GWKPWK?C
313,20,54,16,16,16,0,OPTIMAL,0.0702,S|KHXSEGh@_D?J?Hpc_@He?GG?gO@N?X?
314,20,54,15,16,16,0,OPTIMAL,0.1148,S|Kkw[J?wTBOA@?@a?goBA?s?@WSGFK??
315,20,54,15,16,16,0,OPTIMAL,0.1126,S{lyIKD?wL_F@_?__OG?ED?_OAK_?MCFk
316,20,54,17,17,17,0,OPTIMAL,0.0199,S{mhpSa?H@cBcl?K_C[_C_?f_?D??L?KC
317,20,54,15,16,16,0,OPTIMAL,0.0608,S~aWglQOg[@`AeAC_AWOAA?SGB?OCMOa_
318,20,54,14,15,15,0,OPTIMAL,0.2664,S~TMKKF_sYQ@CBC@_@O_DE?CGGg?@wIO?
319,20,54,15,16,16,0,OPTIMAL,0.0831,S|MWWgT`SA?J_F?DoAO?[_QAP?N[?B??C
320,20,54,16,17,17,0,OPTIMAL,0.0235,S~mmcABOyAgHOPO?_?y?JoOb??K??SA?S
321,20,54,16,16,16,0,OPTIMAL,0.0782,S~[xhWhIGPw?c@S@g?a?@?@G?Cg?HM?Ho
322,20,54,16,16,16,0,OPTIMAL,0.0822,S~uK[ID@[AO@_@A?_?w?FA@W?@gYWSoE?
323,20,54,15,16,16,0,OPTIMAL,0.0857,S|DzJD`pE?oac@c?o?WGK@?c[AG_CG_?K
324,20,54,15,16,16,0,OPTIMAL,0.1715,S{kxXhpSI_gBOAo?q?G?FCAk??w_OO_OC
325,20,54,16,17,17,0,OPTIMAL,0.0438,S~MW{iPh@Gd`M?[?I?E_?C?KO?Y??q?@S
326,20,54,16,16,16,0,OPTIMAL,0.1135,S{eKLCbGgD_QGDW@goiW@s?CW?[_?O_?S
327,20,54,15,16,16,0,OPTIMAL,0.0990,S{kHZFD@wK_R?b`GO_KG@c?E??Wg?ow?C
328,20,54,16,17,17,0,OPTIMAL,0.0316,S~uOGKFDOabHCBCAa?[[G?pCA?[g?C_?C
329,20,54,15,16,16,0,OPTIMAL,0.0732,S|CKKEEB?H_FAD?@rCwO@A?c?A~??D}?C
330,20,54,15,15,15,0,OPTIMAL,0.3217,S}lw}a@cWA_L?J?M_AG?p?AK?Gg?RG?@K
331,20,54,16,16,16,0,OPTIMAL,0.0869,S{elHKkBHP@@_@_?_?WoGE?COES_CN?^?
332,20,54,15,16,16,0,OPTIMAL,0.0948,S|KhG[hGXE_JH?@?o_Kw@_?M??^??D?FC
333,20,54,14,17,17,0,OPTIMAL,0.0227,S~vK[QWa[@_I?DAC`GW?L?@K@?gA?WAGS
334,20,54,15,16,16,0,OPTIMAL,0.0735,S}C[kcE_gHoB?FgBK@IoP?M?KGOGOG?OK
335,20,54,16,16,16,0,OPTIMAL,0.1356,S{EG{ePcKM?X_Q`?S?L?@M?WK@GW?N_?O
336,20,54,15,16,16,0,OPTIMAL,0.0689,S|KxPShAWo[?G@_@_?{?Ic?o?BG?CXsSO
337,20,54,15,15,15,0,OPTIMAL,0.2926,S~^SGKD?WB_J@G@?_?WGB@W?@_G@?[nd_
338,20,54,16,16,16,0,OPTIMAL,0.0812,S~SWwkT@XgC`@B?Bc__GHZ?HW?AO?M_??
339,20,54,16,16,16,0,OPTIMAL,0.0673,S{m[XqP?W@_B?F?D_@_@OcG?O_N??DBxc
340,20,54,16,17,17,0,OPTIMAL,0.0138,S{liw[LPecGPO`OBBOC_Oc?E??[_?S??S
341,20,54,16,16,16,0,OPTIMAL,0.0958,S|KWWSE?gD_F?L?K_R?@_@GES?FU_sG?[
342,20,54,16,16,16,0,OPTIMAL,0.4676,S~tK[UE_G?_F@J@E__W?[?EO?HMGaC?_C
343,20,54,15,16,16,0,OPTIMAL,0.1477,S{lxXTSoI@aE_Dc?a?W_BC?SO?o_L?_GC
344,20,54,17,18,18,0,OPTIMAL,0.0086,S~m[keKBKHF?E@E?`?u_?c?EO?K_?M??_
345,20,54,16,17,17,0,OPTIMAL,0.0794,S~uC[SJRaOwa@D?D_Ag?h?@oCE?GGKGG?
346,20,54,16,16,16,0,OPTIMAL,2.9179,S~uGYVFOY?_JOPOBwC?o?a?E??[_?g??k
347,20,54,15,15,15,0,OPTIMAL,0.8613,S{CWkcR?{]S@W@UB_?}_AE?QO?O_?g??k
348,20,54,14,16,16,0,OPTIMAL,0.3614,S~uWwWF@WB_J?w?g_CW@B?_oAAGUC?S?C
349,20,54,14,16,16,0,OPTIMAL,0.1161,S{eHKCF`[G_Mgo^_W?K_@C?CO@w??w??[
350,20,54,16,17,17,0,OPTIMAL,0.0328,S~SGG[HAWFY?E@O@htWGD??kGAOOCGW?g
351,20,54,15,16,16,0,OPTIMAL,0.2020,S}kyGCB@hHkXW@?J?KgAHT_?S?M_?A_?C
352,20,54,16,16,16,0,OPTIMAL,0.1046,S~mlHKdGWB_L?Uc?I?M?@_?]O@C?AG_AG
353,20,54,14,16,16,0,OPTIMAL,0.2619,S~DYYF@?OBoD_A?Bo?{Uc?Ec?IKo?_o?C
354,20,54,15,16,16,0,OPTIMAL,0.1858,S{mWoC@?wSd@GZ?BcWO@s?oG@?gs?Fc@?
355,20,54,15,16,16,0,OPTIMAL,0.0867,S{kWW[AAgS_RAaIKCCH?@?KOE_cg?N?@k
356,20,54,16,16,16,0,OPTIMAL,0.1191,S~SXj[bsC?q@CF?A_AW?r??o?HG?SW?SC
357,20,54,17,17,17,0,OPTIMAL,0.0351,S~tW}QHaGRWGOPO@g?W?FO?X?@GAKAAC?
358,20,54,16,16,16,0,OPTIMAL,0.0700,S|\IIC[?GH_B@B@D__GGB?COO_?`?MnbW
359,20,54,16,16,16,0,OPTIMAL,0.1684,S~VMKWLeOQ`B?F?D_Ag?b?CS?OW?`_?@c
360,20,54,17,17,17,0,OPTIMAL,0.0542,S~VK{KF?gB_Z?d?`_U?D@?GKE_CE?CA?C
361,20,54,15,16,16,0,OPTIMAL,0.0899,S~CWifB@_DoF@D?Dp_so@@?gK?_G@G?@K
362,20,54,17,17,17,0,OPTIMAL,0.0369,S|e[G[FAsOoR_BF??_GOBB?KW@Fo?E??C
363,20,54,14,16,16,0,OPTIMAL,0.2063,S{elHWdWQAgHOBOAg?YAGs?C@?WQ?Go?[
364,20,54,14,16,16,0,OPTIMAL,0.1506,S{mjrCbs___B_D_B_@G?P?AK?Gk_R__OC
365,20,54,13,15,15,0,OPTIMAL,0.4666,S|\YMEVCG?_[?hDG?EG_r??[?@g?p_?oC
366,20,54,16,16,16,0,OPTIMAL,0.0996,S{l}iKF?wB_L?RF?B?GOBA?KK@Cc?C_?C
367,20,54,15,16,16,0,OPTIMAL,0.0757,S|kOgg@?W@_D?@?P?GGBI|_AT]GaNG_?K
368,20,54,16,16,16,0,OPTIMAL,0.1544,S|CGWKK@GG`@ANs?BhiUBW?D??Y??Xo?o
369,20,54,17,17,17,0,OPTIMAL,0.0444,S~vKKUHAK@oBa@AD`K?]?B?CG?WK?_C?c
370,20,54,15,16,16,0,OPTIMAL,0.1608,S|KjI[@OWB_F?JoCGAI?`eWO?pG?aG@?W
371,20,54,15,16,16,0,OPTIMAL,0.1563,S~miaCQCG@_DCACE_@W?RC?oO@G_aEf[?
372,20,54,15,16,16,0,OPTIMAL,0.1268,S{kwHKB?xBKTs`?J?S_D@@__SAGg?K_C?
373,20,54,17,17,17,0,OPTIMAL,0.0254,S~TYSr@oIB@HOBQ`g?Y?BO?T?@I?@_?F?
374,20,54,17,17,17,0,OPTIMAL,0.0410,S|[xmQPcG`_CCH?H_CW_KEO?P?GA?WbGg
375,20,54,16,16,16,0,OPTIMAL,0.1689,S~\iYb@oKbAHC@?Ba@G_F?P?@GG?WW?OK
376,20,54,15,16,16,0,OPTIMAL,0.2127,S|[wqSJCqAwBo@o?oAc___CC?Og?_[?@W
377,20,54,15,16,16,0,OPTIMAL,0.1932,S~mGwSF?wZ@`D_D?__W_Ec?QC@G?A[W??
378,20,54,15,16,16,0,OPTIMAL,0.0966,S~vIYMO?G`_BCBE@a?[OI_LC?[??WG?OK
379,20,54,16,16,16,0,OPTIMAL,0.0690,S|kOggD@Wa?HCB?B_@g?U?ASOIEjKBk?C
380,20,54,15,16,16,0,OPTIMAL,0.1015,S~miaD@OG@aW?P?Pa?O_LC@FO?A_?IbtC
381,20,54,17,17,17,0,OPTIMAL,0.0180,S~tIYVCoK@oB`G??`_SO@_?K?Ak?EW?EK
382,20,54,14,15,15,0,OPTIMAL,0.3078,S|CGoSB?WA_BCLCG_SG@BC_Z{?C_?Gy[K
383,20,54,17,17,17,0,OPTIMAL,0.0259,S~vMKGF_k@?D?L_F_AW?F??[?FCBO?@OC
384,20,54,15,16,16,0,OPTIMAL,0.1331,S|KgWoPCW`[?Jp_@o?K_@CAK@jg?@W?@K
385,20,54,16,17,17,0,OPTIMAL,0.0171,S~mlK`POWB_J?F?M?EG@`oC?@OGA?[A?S
386,20,54,14,15,15,0,OPTIMAL,0.4954,S{egO[fGj?gBOD?c_AY?E??tY@U_?K_?C
387,20,54,15,16,16,0,OPTIMAL,0.1090,S{ljIG[DGI_H?FCD_?g?H?@K?CW?G]aJ_
388,20,54,16,16,16,0,OPTIMAL,0.1028,S{mhPSY?g`q?_@_?o?[?B??]?@S?DFc}?
389,20,54,17,17,17,0,OPTIMAL,0.0254,S|FchoDGXH_K@H?H_CWHC?GcFE?u?GAGG
390,20,54,15,16,16,0,OPTIMAL,0.0782,S|^GoSLDwH_F@C`?__W?F??[?@[_eC?AC
391,20,54,15,16,16,0,OPTIMAL,0.0956,S~SG{dKoKA_F?R?P_?w?L?oOEdG@g??gC
392,20,54,15,17,17,0,OPTIMAL,0.0184,S|\IGwPCWa_J?F?TAC?_@??K??]n@}??C
393,20,54,16,16,16,0,OPTIMAL,0.1117,S|\WgkA@gHg`o@ch_Dg?X?@G??w?Gw?GS
394,20,54,16,16,16,0,OPTIMAL,0.0690,S~oG[SJdogaB@ACAa?YgDS?DK?UO?E??C
395,20,54,16,16,16,0,OPTIMAL,0.0777,S|kOgcpGGN_FC???q?V??lEe?Bg?DG?EK
396,20,54,17,17,17,0,OPTIMAL,0.0318,S~tY]PHOYAwGO@?@_GG?J?@K@CGA@YAF?
397,20,54,15,16,16,0,OPTIMAL,0.0717,S|LjMyP_WB_L?X_KO?K@B??[?@g?BG?@o
398,20,54,15,16,16,0,OPTIMAL,0.0828,S|cGGKF@WYBHE@D`?WgCB?_SA?WCAVwA?
399,20,54,16,16,16,0,OPTIMAL,0.0668,S~uOgkYCgcaEAga_o_K?B@?GAB?KB?G@S
400,20,54,15,16,16,0,OPTIMAL,0.0754,S|ko_cBcbjW@_B?Ao?[?`?CK??wDrO?QC
401,20,54,17,17,17,0,OPTIMAL,0.0230,S}eLJDFVM_Q@c?C@o?w?J?@S?Cs?DC?CC
402,20,54,16,16,16,0,OPTIMAL,0.1147,S{mGw[LccKo`I?W?k?I?AO?SOBOoCM_?g
403,20,54,16,17,17,0,OPTIMAL,0.0284,S|^[kMBc?coR_`_DOAK?B??[?@g?AW?b?
404,20,54,17,17,17,0,OPTIMAL,0.0248,S|e[kMDaC?`BaBw?W?I?BO?T?@I?@doa?
405,20,54,15,17,17,0,OPTIMAL,0.0509,S{lggcREOQ`BBqAA`?Yk?P?F??Q??k_?g
406,20,54,16,16,16,0,OPTIMAL,0.0900,S~t[OSHQM?gBoAo?o?[?S?Ae?ASFo?E?C
407,20,54,14,17,17,0,OPTIMAL,0.0167,S~cYiLB?}IP`@B@@__WGSa@AW?C_?K??K
408,20,54,15,16,16,0,OPTIMAL,0.1058,S|KHZLDVG?aB?BC@y?C_@CAwO?g?@Y?pO
409,20,54,16,16,16,0,OPTIMAL,0.0790,S~o[WSFB[cApD@T?H_I?BO?KK?_O@GO@C
410,20,54,15,16,16,0,OPTIMAL,0.0797,S{kxXG`?G@cDGF?BqmC?@F?B_Qu??K??K
411,20,54,16,16,16,0,OPTIMAL,0.0659,S~^SKeB_giA`@B@A_W?E@?QGEGgK?G?@W
412,20,54,15,16,16,0,OPTIMAL,0.2955,S}kwzhOCWB_LOPOH??y?FO?S??W?AW?Ak
413,20,54,16,17,17,0,OPTIMAL,0.0228,S{kxkcUDGL?T?b?BqG?a@_OI@?K??^E??
414,20,54,16,16,16,0,OPTIMAL,0.1000,S|LiYTHEK_q@?A?E_AW?`oMm?GG?SO?CS
415,20,54,16,16,16,0,OPTIMAL,0.0804,S~vIW[D?wL_p?MBO@WAG?@?FC??G?Y??{
416,20,54,15,16,16,0,OPTIMAL,0.0811,S{lmg[WAWP_K?L?T_W_dH?HCO_Oc?_C?c
417,20,54,17,17,17,0,OPTIMAL,0.0352,S{l}GmRCK@q@CBCE_@W?T?AcOB?`_?__C
418,20,54,15,15,15,0,OPTIMAL,0.4814,S|CXj[GAYB_J?D?B_@W?toIAO?Gp?W??[
419,20,54,16,17,17,0,OPTIMAL,0.0251,S~mWxoX[E_Q@CB?Ba?o_GC?K??w?Hg?HC
420,20,54,16,16,16,0,OPTIMAL,0.0975,S~VIYKFBCGoB?F?D_Ac?HaCM??GO?So?[
421,20,54,17,17,17,0,OPTIMAL,0.0292,S|\WgCF@IGyZOB?\?GgEG?PCACS_GC_?C
422,20,54,15,16,16,0,OPTIMAL,0.1733,S|\YgCB?wB?L?J?I_HCc?oiCBGw??wC?g
423,20,54,16,17,17,0,OPTIMAL,0.0208,S~CYidEOgX?d?I?Ga@?oPBABO?A`VI??K
424,20,54,16,16,16,0,OPTIMAL,0.0808,S~vKGMK_w@_d@R?U_IG?`?CW?Og?@g?_k
425,20,54,17,17,17,0,OPTIMAL,0.0170,S~kxG[jAXDCDGa?w?SG@B?g??_G@OGCO[
426,20,54,17,17,17,0,OPTIMAL,0.0161,S~SGWkT?G?_@?EEN@_GOBB?GC~_@_Mu??
427,20,54,18,18,18,0,OPTIMAL,0.0087,S~nSkMQcG`aBCBcCAAK_AC?SO?W_?W_?S
428,20,54,16,16,16,0,OPTIMAL,0.0863,S|\[gLDowcOPcBC_A?Gg@??KC?W??wKBW
429,20,54,17,17,17,0,OPTIMAL,0.0269,S~\W{APcGbIHo@_PoGGAB_?I@?kA?K??K
430,20,54,15,16,16,0,OPTIMAL,0.1254,S|\IICKAGO`B?AEAq??_B??{?AK?D]NsC
431,20,54,14,17,17,0,OPTIMAL,0.0282,S~\GXT`PyGy?c@C@a?W?M??c?AG?Ew?EC
432,20,54,16,17,17,0,OPTIMAL,0.0317,S{M[gmQCkWS@g@G@d@`?HAAGw?F_?J??C
433,20,54,16,16,16,0,OPTIMAL,0.0836,S~nQiCRSYAq_`@@?_?wGJ@@CCB??EK?K?
434,20,54,17,18,18,0,OPTIMAL,0.0056,S~u[]R@oK@wA_D_Co?_?HO@F??w?@g?@K
435,20,54,16,16,16,0,OPTIMAL,0.1751,S}lxYGdWI@_B?J?L_CW?FOY@S?E_?A_?C
436,20,54,17,17,17,0,OPTIMAL,0.0269,S|eKKSL?oA_L@N@__oGK@?co?BN??Dw?C
437,20,54,16,16,16,0,OPTIMAL,0.1193,S|^Ww]ScK_q@CCC?aCG@f?KC?oG?E_?c_
438,20,54,16,16,16,0,OPTIMAL,0.1130,S~SGWKWAgC_@?B?a_OwCB?MAVkmW?M??C
439,20,54,15,15,15,0,OPTIMAL,0.2978,S|mSkKC?GH_pC`?`acO?[?@c?qo?ong??
440,20,54,16,16,16,0,OPTIMAL,0.0813,S{kHXSbW`CcBOcOCw?S?Dd?cEAGW?Oo?S
441,20,54,16,16,16,0,OPTIMAL,0.1003,S~cW[SJdqoP@?@?Bg@Y?DO?L??m?KcOG?
442,20,54,17,18,18,0,OPTIMAL,0.0246,S|^MKyPcK@oB_D_@o@c?P_?M?Cc?GK?GC
443,20,54,16,16,16,0,OPTIMAL,0.0900,S|EKgc@?GC?P?p?Z_CG?RBmKXoNw?E??C
444,20,54,16,16,16,0,OPTIMAL,0.0789,SyVMLWXGWB_F?Y?UKAA``O?L??W@__`?_
445,20,54,15,17,17,0,OPTIMAL,0.0437,S|kpGC@?WE_B?bG`cKg?h?DC?ovm@B??C
446,20,54,17,17,17,0,OPTIMAL,0.0182,S~D][UXcK_aBAWAG`?WODA?c?B_PA?p??
447,20,54,16,16,16,0,OPTIMAL,0.0717,S{elLCKHH@kDOHEGg?]_Bc?EO?G_A__?c
448,20,54,15,16,16,0,OPTIMAL,0.0849,S~CGw[U?G`aBSDo?oE[o@BGKE_?K?GW?O
449,20,54,13,16,16,0,OPTIMAL,0.1577,S~[}ccR?gC_X?V?O_GWBA?WC?pO@?g?eG
450,20,54,15,15,15,0,OPTIMAL,0.4275,S|[Y]D@?wEgU`oc?a?GGED?CO@w??w?Ag
451,20,54,15,16,16,0,OPTIMAL,0.0746,S~u[gkD?w@_B?B?D?AG?w?BC?GWL~?K?C
452,20,54,17,17,17,0,OPTIMAL,0.0208,S{lhYWLQQo`BADsAA@G?B?AK?HW?B_?BC
453,20,54,17,17,17,0,OPTIMAL,0.0247,S~m[kcP?w@_R?F?bAOGCBC_GOh__@Gb??
454,20,54,16,17,17,0,OPTIMAL,0.0263,S~dYidPSG`h_B@q@P?KO?A?EW??O?[??{
455,20,54,16,17,17,0,OPTIMAL,0.0364,S{kxXGdGP?k@tVo?g?Y?D?S_@OK_CC?CC
456,20,54,16,17,17,0,OPTIMAL,0.2113,S|kSkfA_kCkC?hL@c?gCE?_cE@OC?gC?c
457,20,54,17,17,17,0,OPTIMAL,0.0212,S}mZu`P_QA_A?FOB_@W?ROAO?HM?iCa??
458,20,54,16,17,17,0,OPTIMAL,0.0220,S~m\Q`@CGBaBCDC@a?gaWCOFOoE??K??K
