idx,n,m,heur_greedy,heur_ls,exact,gap_exact_minus_ls,status,solve_time_sec,graph6
96,20,54,15,16,16,0,OPTIMAL,0.1126,S{E\LDiBgO``@FAEJCA_@o?D??[_?s_?C
97,20,54,15,15,15,0,OPTIMAL,0.6773,S{eLJDBsGD`r?F?B_@WWG@@CWS??gGo?G
98,20,54,15,16,16,0,OPTIMAL,0.1142,S~mWw[JAkgO`@B[?I?H?A??T_@Z??I?AG
99,20,54,16,17,17,0,OPTIMAL,0.0207,S~tW{oXEG`_F?FCIAB?_PAK?G_G@?W@_O
100,20,54,16,16,16,0,OPTIMAL,0.1538,S|kOGKD@WIoW``@?a_GGB??W??k_F^jG?
101,20,54,16,16,16,0,OPTIMAL,0.1221,S|KgWKYEGd?@CBsbA?w_B??[?E_?KJMA?
102,20,54,17,17,17,0,OPTIMAL,0.0252,S~mW|Q`GXQCHGPIAF?A_?C?FO?]??K??K
103,20,54,16,16,16,0,OPTIMAL,0.1413,S|kk\KoGH@kAo@c?aEo?FC?[?S_?gG?_K
104,20,54,15,16,16,0,OPTIMAL,0.2642,S|\]IMUDGga@?FCDa@??X?AK?Gg?@W_H_
105,20,54,16,16,16,0,OPTIMAL,0.1944,S~TIIMWcKP@@ABr`O@K?P?BG?Gg?PG?JO
106,20,54,17,17,17,0,OPTIMAL,0.0360,S~uK_sN_kC_R?F?E_eC?`_CE??[?@cG@C
107,20,54,15,16,16,0,OPTIMAL,0.6194,S|LjMILE?@`BABA@`DO@o?KE?_K__Wo_?
108,20,54,15,15,15,0,OPTIMAL,1.1812,S|LhZHKOGH_D?F?LgbA@_?KFW_C_?K_?C
109,20,54,14,15,15,0,OPTIMAL,0.7228,S{lygkQOm@q@CJCG_?W?B?GS?@W@Co?Dc
110,20,54,17,17,17,0,OPTIMAL,0.0154,S~sW[SJdsA_Q?P?`_OgEE?oC@U?w??g?C
111,20,54,14,16,16,0,OPTIMAL,0.2002,S{lio[LPQA_XObS_A?G_BC?SO?W_?m_B?
112,20,54,16,17,17,0,OPTIMAL,0.0309,S~vK_CRCWaa@E@a@oHkA@_OEB?KC?GC?K
113,20,54,16,16,16,0,OPTIMAL,0.1474,S|CGocRCgC?X?Z?P_TOD@?Aj^?Bw?I??K
114,20,54,16,17,17,0,OPTIMAL,0.0314,S~n?KMBck@qA_DCDIq?_`C?LC?EG?KG?C
115,20,54,15,16,16,0,OPTIMAL,0.1411,S}lxW[D?w@_R@jI_B_?o@B?GG?gO@GW?O
116,20,54,16,16,16,0,OPTIMAL,0.0741,S~oK[K@_[_aF?F?Bjk_A@?WC?_wW@?O@C
117,20,54,17,17,17,0,OPTIMAL,0.0226,S|CxGkT@XeE@H?e?`_WW@A?KG?WO?n?E?
118,20,54,16,16,16,0,OPTIMAL,0.1286,S{ejHKK@iT`D?J?Ih@Ao@S?CO?M_?]??C
119,20,54,16,16,16,0,OPTIMAL,0.1898,S}l}cD@?yDwKc_C__OW?D?_KAAWCCG?D_
120,20,54,16,16,16,0,OPTIMAL,0.0982,S~VMMCK`K_aD?M?K_AW@[?HCK_?W?GpG?
121,20,54,17,17,17,0,OPTIMAL,0.0210,S~VKkePF_o`BAAA?`?gOB?Bw?Cg?EOOS?
122,20,54,14,16,16,0,OPTIMAL,0.1054,S~TGwsXAYcAPPaOAb?C_@_?M??g?@]O@G
123,20,54,17,17,17,0,OPTIMAL,0.0234,S~t[OTHAWQg[O@o?oOwCH?`C?CWBG?EG?
124,20,54,14,16,16,0,OPTIMAL,0.0951,S|KwxYOmJ?wBOB_KOCK@@_?M?_O@a??aC
125,20,54,16,16,16,0,OPTIMAL,0.1058,S|cWwsRD_KaQ?dD??aG_b??^{?E??KO?G
126,20,54,17,17,17,0,OPTIMAL,0.0234,S{lhZHDtC_aBCD?DbA?W@@CK??w?`O_`?
127,20,54,16,16,16,0,OPTIMAL,0.0913,S~SWWUCcGGaBD@@B_f?GP?KJN_?H?GH?C
128,20,54,16,17,17,0,OPTIMAL,0.0218,S|aWws@_KP`@?B?B_@W@oAZ_H?GQ?Nb_?
129,20,54,15,16,16,0,OPTIMAL,0.1460,S~^UIME@K@ob_B_A_a_?h?CK?Og?@W?g_
130,20,54,15,16,16,0,OPTIMAL,0.1406,S|cGKC@?wD_F_WboOGGWA?oOE@?K?N|S?
131,20,54,16,17,17,0,OPTIMAL,0.0355,S|KhHC`_[?_Y?T?S_IGCgfcE?OK?_N@o?
132,20,54,15,15,15,0,OPTIMAL,1.0777,S{kWGCF?WH_bB@IokoJ?@G?NS?_Am?EA?
133,20,54,16,16,16,0,OPTIMAL,0.1581,S~t]UDBOWB_JOS?SpOCO@A?G??wO?w??[
134,20,54,17,17,17,0,OPTIMAL,0.4068,S~nQmIS`KGqC_H_@??{?F_?UOC?`G?_GC
135,20,54,16,16,16,0,OPTIMAL,0.0947,S|ks_CB?OE_X?p?R?Gnn___EA?GC?WCoo
136,20,54,15,16,16,0,OPTIMAL,0.1258,S{ehHKE@G@_F?JBCB?Go@E?F_?DdrK??K
137,20,54,16,16,16,0,OPTIMAL,0.1008,S}mYPSbWh@cBU_O?W?K_BS?D?@W??w?B_
138,20,54,16,16,16,0,OPTIMAL,0.0862,S}mk[SOCGod@[H?NaCO`@?GK?_m_?E??C
139,20,54,16,16,16,0,OPTIMAL,0.0821,S{EWw[JA[gT_]@O?g?]?Ac?SOBGOK?_?W
140,20,54,16,16,16,0,OPTIMAL,0.0702,S{M\W[iM@O`BAB?Bd@@?PGACoO?_?N_?K
141,20,54,16,16,16,0,OPTIMAL,0.0866,S{ehKMb_[@_F_EN?B?Go@s?@o@I??Y??S
142,20,54,17,17,17,0,OPTIMAL,0.0203,S~sO{[J?wB_Y?d?cqG?i@?OK@?WM??E?C
143,20,54,16,17,17,0,OPTIMAL,0.0223,S{mjqdPC]@ADCB?B_?{_Sc?EO?G_?W_?o
144,20,54,16,16,16,0,OPTIMAL,0.1973,S|EKKcR?G?_D?B?@_F_L?@_CK~Op_Nw??
145,20,54,15,16,16,0,OPTIMAL,0.1359,S|\]IKFOqCoO_@@`Q?w_@D?CC@w?@g?@c
146,20,54,16,16,16,0,OPTIMAL,0.0782,S~\YYT@OYD?X?b?`_L_B@?IG?Gg@@_@?c
147,20,54,15,15,15,0,OPTIMAL,0.7877,S~kQkDBoGB_L_U?E_wCA@`?MO?GG?Wg?K
148,20,54,16,17,17,0,OPTIMAL,0.0164,S|KhXG[@GH_d@H@C?E?`?sGEO?JJbQ??S
149,20,54,15,17,17,0,OPTIMAL,0.0446,S~XWWkzCWB_F?YCSAAHP?I?CG_O@?g??k
150,20,54,16,16,16,0,OPTIMAL,0.1246,S~nSkKF@mGW@_B?B_?w?Y?BC?GW?OW?OS
151,20,54,16,17,17,0,OPTIMAL,0.0222,S~]QmEF`KGoB_D`AO@K?P@K?COGG?WG?K
152,20,54,14,16,16,0,OPTIMAL,0.1177,S|LhYWLAGB_FAUAOjG?_?C?K??g??}_@k
153,20,54,17,17,17,0,OPTIMAL,0.0301,S|kox[dS?_e@W@G@g?q?xO?LOOE_?K_?C
154,20,54,16,17,17,0,OPTIMAL,0.0230,S~m\Ua@OWB_J?RoKOG?B@?OM?_s@?G?@g
155,20,54,14,16,16,0,OPTIMAL,0.0593,S|Lh]YX_G?_B?D?E?AG?`?CCOx{_{G_?K
156,20,54,17,17,17,0,OPTIMAL,0.0444,S~nSKcVCGB_LCU?Q_@W?T?AWOQ?L??D?C
157,20,54,15,16,16,0,OPTIMAL,0.0992,S{lgwKDPM@_L_R_ooOGCB__IA?Kc?K_?C
158,20,54,14,15,15,0,OPTIMAL,0.3554,S|KWWKB?{@?DdQ?Ya_?GDC?k??~TWE??C
159,20,54,16,17,17,0,OPTIMAL,0.0226,S|eN{KD@gK_R?b?`_]?A@??K??W?@oB@w
160,20,54,15,17,17,0,OPTIMAL,0.0189,S~\jM?@?[Aq@CN?B_@W?FSW_?Y?B?O@?S
161,20,54,16,16,16,0,OPTIMAL,0.3188,S~uKgkPEGZ_H@B@@_?gGB@OKD?GAHOM??
162,20,54,15,16,16,0,OPTIMAL,0.3136,S~VKW[Lc_o`R?F?D_AWOWA@CG?W??w??[
163,20,54,15,16,16,0,OPTIMAL,0.0994,S{ejxKFHQcI@O@?B_@g?R?AT?JA?KE_G?
164,20,54,17,17,17,0,OPTIMAL,0.0283,S|\]KKF@OgB@BBDAA@Kg?`SE??[??k??K
165,20,54,16,16,16,0,OPTIMAL,0.1075,S~SWwkTLBWy?S@_@O?i?Io?S?@[?AS??S
166,20,54,15,16,16,0,OPTIMAL,0.1132,S|LeKkFN@G_a@P@@aGo_`?CK?Cg?gW??[
167,20,54,17,17,17,0,OPTIMAL,0.0247,S~]OgkTCW`aBS_C?_OWcBO_bE?I??[g??
168,20,54,17,17,17,0,OPTIMAL,0.0276,S~uKgkT@GH_dFKA?a?Wo@A?[??w?BO?BC
169,20,54,16,16,16,0,OPTIMAL,0.0897,S~KG{ePgPAch@p@_d__GH@@CCCGW@?W?C
170,20,54,16,16,16,0,OPTIMAL,0.1082,S~dYIKF@iE?Xo_a_p?GO@_?M??kO?o[A?
171,20,54,13,15,15,0,OPTIMAL,0.2897,S~SGGKF@gH_F?o?o_WGABv_?W?G]CWW?C
172,20,54,16,16,16,0,OPTIMAL,0.0622,S|\jIKF?wD_F?sR?@_IOAq?@G?M??So?O
173,20,54,14,16,16,0,OPTIMAL,0.0955,S|]WG[BAWP`@Q@Q?g?u?H?jE??[K?[G?C
174,20,54,15,17,17,0,OPTIMAL,0.0232,S~uWO[DAWW_f?O?O_gGAB@?wS?GsCWECC
175,20,54,14,16,16,0,OPTIMAL,0.0910,S{kOgsR?wB_U?h?gbG@]?AODs?U_?M??C
176,20,54,16,16,16,0,OPTIMAL,0.1352,S}lzK`Po]?oB_C?C_Ag?b_@w?Cg?G[A_?
177,20,54,15,16,16,0,OPTIMAL,0.1062,S|CXjF@@oJ``?B?IrC{@@_GC?E_?KGWG?
178,20,54,14,16,16,0,OPTIMAL,0.0859,S~mjacRsA_gA?F?E_?o?TOBK?GW?@o??s
179,20,54,16,17,17,0,OPTIMAL,0.0305,S|LhG[JIgPcQR?Q?w?M?@_?MW@c_?K_?C
180,20,54,16,16,16,0,OPTIMAL,0.0911,S~cWGkRCi_wra@_@_?w?FB@_K?GO?WOCO
181,20,54,16,16,16,0,OPTIMAL,0.1352,S|eGWKD?GH_b`Da{`_?G@@_CI?WO@nw??
182,20,54,16,17,17,0,OPTIMAL,0.0189,S~CXhceHH?_B@D@C__WWCB?CG?Ro[j??C
183,20,54,14,16,16,0,OPTIMAL,0.0961,S{mjpCJIGA?L?L?DcAG?ZGQK_?mC?Cc?C
184,20,54,16,16,16,0,OPTIMAL,0.0792,S~]OidBok?_@@c@F__W?F??[C@cGYCG?C
185,20,54,15,16,16,0,OPTIMAL,0.0805,S|MSkID@WG_j?FnOC?H?@W?F??w??{?BG
186,20,54,16,17,17,0,OPTIMAL,0.0243,S~\OwtE?gC_PA`QNh?G?M??s?L?@aE_??
187,20,54,15,16,16,0,OPTIMAL,0.0985,S{mWoSJIOO_JAPAO`@pE_C?CQ?]_?R??s
188,20,54,16,16,16,0,OPTIMAL,0.0656,S~vK[KF?wC_J?F?r?s?H@@W?@_KS?CC?C
189,20,54,16,16,16,0,OPTIMAL,0.0641,S|c[CSHAWP_F?w?o_OS?@??MA?sC?NxDo
190,20,54,15,16,16,0,OPTIMAL,0.0717,S|eW{WLBGP~?W@G@w?e?@O?L??i??W??[
191,20,54,15,16,16,0,OPTIMAL,0.1389,S|\mScBCW`_TA`?B`?WOBA?K?HO?AgoOg
192,20,54,17,17,17,0,OPTIMAL,0.0389,S|kpHD@?GB_F?UGOcGHA@GOD_@A@eMn??
193,20,54,17,17,17,0,OPTIMAL,0.0212,S~uWgcPCWK?P?b?B_?w?J@B?[??nGWG?K
194,20,54,16,17,17,0,OPTIMAL,0.0173,S~cGwlTrKO`a@D?D_Ag?JAD?GCGOGGO?K
195,20,54,14,16,16,0,OPTIMAL,0.1494,S}M[O]F@\SOP_`AaN?C_?C?DO?M??{??c
196,20,54,14,15,15,0,OPTIMAL,0.2880,S{E\LE`H_KcQGDJCK?I_@C?C??WoBe_?w
197,20,54,15,16,16,0,OPTIMAL,0.1313,S~vMKKF@WB_F?J?Y?DGAQ?AS?HG?AoL??
198,20,54,14,15,15,0,OPTIMAL,0.3849,S~DYgkD?wD_tr?o?o?S_@E?KGAG?DG?@[
199,20,54,16,16,16,0,OPTIMAL,0.0789,S~cYm]Ha?P`D_M_C_A[?EaC?G?GO?WO_W
200,20,54,15,15,15,0,OPTIMAL,0.4244,S{ljGwP@YGgBs@CLaCK_Cc?E?AO?Ck??g
201,20,54,15,16,16,0,OPTIMAL,0.0738,S~tYglKe?__@?F_DoAG_Y_?UO?W?W_?WC
202,20,54,16,17,17,0,OPTIMAL,0.0174,S~lqcePCWB_L?XCC?EG`@C?[POEE?E??C
203,20,54,15,16,16,0,OPTIMAL,0.0915,S|eWkMRD_ga_?@C@b?WWLA?KK?OW?No??
204,20,54,17,17,17,0,OPTIMAL,0.0201,S~mjeaPcK@_F?L?D_AW?b_IA?WC__?__C
205,20,54,15,17,17,0,OPTIMAL,0.0143,S~uI]N@_WI?P@B@`_X_E@`OA@?Ko?C_?C
206,20,54,16,16,16,0,OPTIMAL,0.0803,S~RMIMS@G@_DCHCGa?qoxBC?GOYO?aO?C
207,20,54,13,15,15,0,OPTIMAL,0.2665,S{l}kcR?wB_F?F?B_Y?A`?oG@?gA?W??[
208,20,54,16,16,16,0,OPTIMAL,0.0645,S{C[keBgd?_o?dJDf?J?@s?KCD?o@?_@C
209,20,54,16,16,16,0,OPTIMAL,0.3139,S~mW}`POOBgFOHOG_CYA_OCC?O]A?E??C
210,20,54,16,17,17,0,OPTIMAL,0.0289,S}lgwsRCiKAPCB?@_?W_DC@\OIA_?I_?C
211,20,54,17,17,17,0,OPTIMAL,0.0524,S~tW{QHAWaOHcBCAa@??P?QC@GG?OWq@o
212,20,54,15,17,17,0,OPTIMAL,0.0342,S|e[CSJ_k?oB_D_@o?k?W_eBwoB??J??C
213,20,54,17,17,17,0,OPTIMAL,0.0630,S|K[ccRC[aA@CB?BaH??XC?KOCW_?^{??
214,20,54,16,17,17,0,OPTIMAL,0.0242,S{M\XohIJAYHo@EOAG_a@c@A?CK_?S_?C
215,20,54,16,17,17,0,OPTIMAL,0.0200,S~TYQD@?WoB@ABCBB?_OHE?GW?M_?AvoC
216,20,54,16,16,16,0,OPTIMAL,0.0717,S|LiYVHOGBgJOPOO_G[p?_?E??[_?o_?c
217,20,54,16,16,16,0,OPTIMAL,0.0667,S|[OwsRBaO`BPE@Ca_O?D??cO?e_D{_?C
218,20,54,17,17,17,0,OPTIMAL,0.0282,S{E[\EBGoE_RYc?cj?U_@O?MO?S_?K??K
219,20,54,15,16,16,0,OPTIMAL,0.1492,S|CwXKd@WBcK?_?ocGXSDe?CG?Wo?V??o
220,20,54,14,16,16,0,OPTIMAL,0.0692,S|CgxkKHH?_A?F?B_@W@ge?AO?K_?NPYo
221,20,54,16,16,16,0,OPTIMAL,0.0794,S|Sww\kHH@z?E@C@A?W?L?@[?DK_GC_?C
222,20,54,17,17,17,0,OPTIMAL,0.0187,S{ehHKdHHC@o?`E?@?g?J?@C?CNc]z??C
223,20,54,15,16,16,0,OPTIMAL,0.1814,S~SGwkR?wEag@@C@e?XGD??l_?QW?g??k
224,20,54,17,17,17,0,OPTIMAL,0.0161,S{E\[KyGK`AD?J?H{?B?@g?I_?L@oH??K
225,20,54,16,16,16,0,OPTIMAL,0.0754,S~\iO[JAgDggOpQ_@OGOBs?AO?G_?W_?S
226,20,54,16,16,16,0,OPTIMAL,0.0602,SzCYidE?gH_r@BRGW?M?@m?Y_?H??W?BO
227,20,54,15,16,16,0,OPTIMAL,0.0750,S|_K[kC@WBaH?R?PbdeO?W?Cw?wO?gO?c
228,20,54,16,16,16,0,OPTIMAL,0.0812,S|M[W]E_lCDPC?K?c?[?Cc?CO?W_Cn?D_
