idx,n,m,heur_greedy,heur_ls,exact,gap_exact_minus_ls,status,solve_time_sec,graph6
26,30,84,23,25,25,0,OPTIMAL,0.6767,]|kOGKD@_GA`?B@@_`WGB@?M?KC_?K_?C??EC??g_GHa??BC@?AC??A_??@W?WG?pe@?@v_??G
27,30,84,23,24,24,0,OPTIMAL,3.7301,]~uYQD@?W@_@?B?B`?oO@A?KG?W??w??sG?SA@G?Ew?_??B?o?AA_?A@??BgO??BqIk?AG???G
28,30,84,23,24,24,0,OPTIMAL,2.8275,]~CYgkRBaCgPoAOAg?[?S_?c?WO?_k?_eGO@A??G?_E?A?P?C?B?C?@_A??W??EO@c??AW??o?
29,30,84,24,24,24,0,OPTIMAL,4.2676,]{mXOsP?GB_X?f?`_OO`d??KO?O??G??K??B???w??E_??K??@PC?D?A?A?K_?GCw_N_A??AeW
30,30,84,23,24,24,0,OPTIMAL,1.8010,]~sOwsAAgS_C?H?K_AW?bADiGcK_?Gh?K??F?@B??GO_?_B@g?OD??O?_?GG_??A????SS??@W
31,30,84,23,25,25,0,OPTIMAL,0.8211,]{khHC@?XAk@px_?o?K_@C?[?}?@CGKC?AA@??_WGE??_O@??_BB??AB??@G???RC?QAGO???g
32,30,84,22,25,25,0,OPTIMAL,1.1253,]~eWoCRSI@gBoA_A_L?A@??C??w?PW?PC?HA??Uk?A_pWA@_??@_???o???GA@_?a??@yG???G
33,30,84,22,23,23,0,OPTIMAL,8.7002,]|cMPx`OwA_@?B??_@W?p??[?OW??w??[AOC??R???W_?Ge?`oH???H_??Cg]W?CB???C?B?A?
34,30,84,24,25,25,0,OPTIMAL,0.6829,]~uK[ID@OwA@@B?B_?w?F??s?J??K???C?AB???W??@_?OD@?_V@?_?__?WO??Ac???SETSA?_
35,30,84,23,24,24,0,OPTIMAL,3.2154,]~\iqfOCG@oD?B_@_?W?B_?U??w?@G?@C?A`??_W?C@_?OB???M??_S?@O???o?@?C??EOQF@w
36,30,84,21,25,25,0,OPTIMAL,0.5381,]|^W_kT@[IO`ca_A_XOAP?__OAG_?W_?SQ?@?_?WC?@_O@A??AT???S???GG??B@???KC???Pw
37,30,84,24,24,24,0,OPTIMAL,3.2762,]~kxm_@_GB_L_U_KQ?G_@?GW??w?@W?@S??J??AW?@E?CB_??C@?GQ???H?G??OB?W?@?P?OEG
38,30,84,21,23,23,0,OPTIMAL,9.4360,]}lx]`@OY@?C?J?A_@W?T??O??G??W??[??F???w?M???h@??A`?H?`_K?oGB??@_OB?J?HG?G
39,30,84,22,24,24,0,OPTIMAL,3.8307,]~tIWSB@GD_r@`@__oGCBB[?@_G@?WW??G?@A??GO?B_??B???B???I_??EW??@`???DjK?@_?
40,30,84,23,23,23,0,OPTIMAL,11.3997,]~oK[UU_ixADCB@gX??O@??K??w?@S?@EG?@???wO?t_??FA??IA??A????G???R???AkG??Bg
41,30,84,22,24,24,0,OPTIMAL,2.7043,]~qKgkF@gK_UCoDOAGGAB??[??w??w?@W@?o?OCI_A?H_G???OBO??Ag???Y???D????l???EO
42,30,84,20,24,24,0,OPTIMAL,2.3199,]~TYSoH?OB_D?J?I_Co?w?CC??WA?O??S??H?OA_A_?_A@A???F?C?B????w???V???AfJc^_?
43,30,84,24,25,25,0,OPTIMAL,0.8655,]{ligwHCWp_wCPC@a?W_BC`OQ??_?G_?KO?DC??__?O_O@R??AB??@`???oGC?GI??@?VQ????
44,30,84,24,24,24,0,OPTIMAL,3.5979,]{mhGCF?wB_L?U?W?cKG@_O]@?K??\E?I??D??@[??HF???K??@W???y???W_??Dc???I????g
45,30,84,23,24,24,0,OPTIMAL,2.8495,]}CG{ml@WI_MIG]?i?I_@s?B??K??[??QO?@c??K_??a?@C??AP???P_??K_???J???O[??@@G
46,30,84,22,24,24,0,OPTIMAL,3.6834,]}lwwkRsC_q@?@C@a?W_TC?K?KO?Gg?GC??F??@W?GI_?_H???R???B????w???V?@?P??EQ??
47,30,84,24,25,25,0,OPTIMAL,0.5555,]~d]G[F@WL?G?p?@_?w?J?_qA@GC?W??[A?E??R??AG_?GB_@P?a@??_?g?O?A?D??O?KHC?@?
48,30,84,22,25,25,0,OPTIMAL,4.1815,]~DYYCYEG__B?LCHa?G@B??[?@W?AW?ASO_oC?GG?Y??@_@CAOACA??a???W_??B????^R_???
49,30,84,24,25,25,0,OPTIMAL,0.6894,]~uOwkYCgpB@E@b_P?KO@d??S?Gg?GG?K??F??@g??H__?g??@P??@@__@_?G?O???A?KC???w
50,30,84,23,24,24,0,OPTIMAL,4.9531,]}E[\TxAWPi?c???a?W?HC?KOCW_?W_?C??JC?AW_?A_??JC??Q??F???y???B_???S?N?E??_
51,30,84,22,23,23,0,OPTIMAL,9.1029,]{ljIzPcG`aB?D?B_@g?X?BC?CW??w?Gg?Z??AOG?Q?_?GB?E?G?A?G_??CW?O@ACI???O_??G
52,30,84,26,26,26,0,OPTIMAL,0.3839,]|e[kePcG`aDCHCCOAK_BC?SO?W??w??kO?K??BG??P_?@D??ABC?@GA?H??_A?@??Q?Jw????
53,30,84,23,24,24,0,OPTIMAL,2.5792,]~cWGKTDIfXpOBa???gOBA@M?D_OA???C?@B???w??B_??K??OH_?O@p??WkO??@_???K??@C_
54,30,84,22,24,24,0,OPTIMAL,2.5013,]~tY[oP_[@_D?J?I_CW@D??k??w?C_??c??@??CW??`_?B@??az??a?_CE??@Q???AO?EOk???
55,30,84,23,24,24,0,OPTIMAL,2.3270,]~uWWC@?wK_R?K?E_AW?q?ASCH?g?Go?C@_F??@g??K`W?K???X???P_?W_?@CH@??@?KB??C?
56,30,84,23,24,24,0,OPTIMAL,3.0631,]|\mOsR_kCqEK?c?a?W_DC?c?B??EK?AI_?@G?_G??B_??J??_D??_?_???G???N???PC?AD@w
57,30,84,24,25,25,0,OPTIMAL,0.5522,]|cOwsM@kXO`c@_@o?WGKC?cS?W??gG?K??F???g??B_??Z??@g???g__AG???c@???oNw????
58,30,84,24,25,25,0,OPTIMAL,0.7475,]~DWyX@OM?w@c]?W`??O@AOC@?WACGA?K??FC?`_?@gb?CB???FE??@@???gO??H???@K???Cg
59,30,84,22,24,24,0,OPTIMAL,3.6821,]}mkZoXEGR?L?X?H_Ci_?COCO?YA?O??o??JO??w??ag??BO?CB???B_??@g???R????\O?O??
60,30,84,22,25,25,0,OPTIMAL,1.7747,]|M[gmk`GHsC_H_Go?X_?C??O?W_?W_?gO?D??F?_??A???C??B???B_???g_??Hs??A\o?WWG
61,30,84,24,25,25,0,OPTIMAL,1.0941,]~uG[CF`[U?X?R@??_GW@B?DG?Q??i?Bf??@O??[?ABO_G@??OB`??@?_G?_G??H???@K???CW
62,30,84,23,25,25,0,OPTIMAL,1.3099,]~uCY\DpGGoB_@?B_?KGV?ACC?W?OW??KC?@???W??I_??h@?@E@??K_`?[??Q_???[?C??O?W
63,30,84,24,24,24,0,OPTIMAL,3.2899,]|kOhcR?pAcBG@_@o?k?B@d??Ck?@G?@M??ad?B_C_O??@@?C?B?CA?_?@?W??OLc??CB_B???
64,30,84,24,25,25,0,OPTIMAL,0.6258,]{ejJCbGgD_T?hWOYOC_@C?KO?W?@o?@cM?_B??GG?@b??CC?GHC??@_???w???F????sO??B?
65,30,84,19,25,25,0,OPTIMAL,2.1770,]~uOwsRES[O`@B@A_@W?B??k?BG?AW??c??X??AW??U_?AW??S`??[??@S???D?@??G?K??_?g
66,30,84,22,23,23,0,OPTIMAL,12.7704,]{kWG[FIoQcAW@G@c?h?B??^?EE??K??G?CD@d?GG?B_Y??D??Qc???q???K???B_??Oo???BG
67,30,84,23,25,25,0,OPTIMAL,1.0249,]|[x]qPCW_AD_H_Aq?G_PCAC?Go?BG??K??D?A@G?Q@_?G\???X??O`??G?g?M???BO?C?@??W
68,30,84,25,25,25,0,OPTIMAL,0.7565,]~DYIKFPQG_bB_A?@?G?BA?RIBo??K??MO?BE?Rg_?@`??AA?A@A?A?_?@Ao??OD??A?K???S_
69,30,84,25,25,25,0,OPTIMAL,0.9875,]|\g_sRCWQ@@AB?B`?aO@SbK??GEOO?OS?GBs?B?_?Wa??@???FC??D_??AW???dC?AA???GGG
70,30,84,23,24,24,0,OPTIMAL,2.0504,]~^SgGF?wcaP?b?B_@gCSCB?SW?_OG_OCD?C@?@GA?@???@???J??@H_???w???J???@K@OCL?
71,30,84,25,26,26,0,OPTIMAL,0.2686,]{kOgsnHG__@?B?w?WGCB?_KA?WgoE_[B??@c??O_OA?@?H?A?P?A?O_??Go??AH???OL_[@??
72,30,84,23,24,24,0,OPTIMAL,2.9323,]}kOgS@?wD_F?i?aaOOrD?I_?aG@?W@CGH?OBo?@O??d??@T??EG??Ak???WK??_@_??CC???W
73,30,84,22,24,24,0,OPTIMAL,3.7507,]|M[kKF@kIT_M?c?A?G?B??C??W??g??K??G???G?A?_?JF???F???E_?B?e?A~oo???Do?o?O
74,30,84,24,25,25,0,OPTIMAL,0.9820,]|\WiL@OI?gBoAOAq?O`t?Ac?OO?oG??K?GB???w??D_??T???h?A?g?@Ak??_g?CwC??O?O?G
75,30,84,25,25,25,0,OPTIMAL,3.2584,]~qGGK@@WBoe`@_?__W?F@?g?AkGBC`G@]?@?w?W@?A_C?B?G?Q???U???BG??Aa???CSB??O?
76,30,84,22,23,23,0,OPTIMAL,23.4389,]}mk[KWAGP`AA@G?_?W?DA?cg?H??w??[??qG?Wj@m??E?@SG?As???A???G???B_???UO???w
77,30,84,23,24,24,0,OPTIMAL,5.4093,]|[wgKLCWPbBCSCoj?AO@A?KG?i?@e_@B??@O??[??AO??@_??@????_??@w???LC??QYO??BG
78,30,84,23,24,24,0,OPTIMAL,2.6460,]~aYw[LQ_O_@?@?B_?W?P??[??w?Qo?t`?U@?@_I?G@??_DQB?AO??Aw???SO??D?@?A_?C?GG
79,30,84,25,25,25,0,OPTIMAL,1.1093,]}kXYkb?yBCD?J?B_@h@GWB@_?H??Z??G?KG??AG?G@_?`B?@A@??AD?@@C???P@OQ??@?G??G
